"","X","WS12.2","WS14.2","WS17.2","WS18.2","WS2.2","WS21.2","WS23.2","WS24.2","WS27.2","WS32.2","WS33.2","WS34.2","WS36.2","WS37.2","WS38.2","WS39.2","WS4.2","WS40.2","WS42.2","WS43.2","WS47.2","WS5.2","WS6.2","WS8.2","WS9.2","Ensembl"
"ENSG00000076662 - ICAM3","ICAM3",746,534,161,310.001,500,783.001,312,306,505.001,331,506.999,802.001,477,142,515,882,431,697.001,543,362,296,719.999,371.001,1598,303.999,"ENSG00000076662"
"ENSG00000076685 - NT5C2","NT5C2",2422,1214.168,754.941,1858.978,2439,1564.964,1211.97,1407.001,803.265,674.428,1421.999,2751.892,997.952,1049.999,1323,2774.972,1280,2707,2654.999,1139,1374.002,1919,1521.999,6852.999,1688,"ENSG00000076685"
"ENSG00000076706 - MCAM","MCAM",334,261.032,10,87,84,110,38,39,118,333,47,38,37,7,121,41,7,53,87,39,93.001,14,13,49,24,"ENSG00000076706"
"ENSG00000076716 - GPC4","GPC4",367,223,49,86,218,375,183,102,130,119,144,572,228,52,446,449,214,318,259,184,62,217,162,1012,160,"ENSG00000076716"
"ENSG00000076770 - MBNL3","MBNL3",1645,753.001,186,473.001,1145.999,994.001,495.999,506,342.999,268,809.999,1649,325,516.999,1266.001,1228.999,607.999,1093,896.001,432,636.999,1380,688.001,3367,582,"ENSG00000076770"
"ENSG00000076826 - CAMSAP3","CAMSAP3",2411,1574,642.001,1499,2239.999,1850.999,1126,1243.001,608,789,2464,2269,1092,1071,1573.001,2974.001,1570,1908.999,2299,1014.001,1662,1777.001,1306,4722,1438,"ENSG00000076826"
"ENSG00000076864 - RAP1GAP","RAP1GAP",357,474,89,236,455.999,445,259,161,221.999,157.999,180,372,484,141,460.999,880.001,307,477,303,206,85,438,247,2113,284,"ENSG00000076864"
"ENSG00000076924 - XAB2","XAB2",689,582,164.999,324.999,457,666,292,279,290,306,548,1225.001,537,148,733,1013,321,597,657,366,341,514,377,1707.999,246,"ENSG00000076924"
"ENSG00000076928 - ARHGEF1","ARHGEF1",952,745.001,166,422.999,471.998,809.999,353,343,440,332,572.001,1298.001,752.001,181,953.999,1225,397.001,932.999,682.998,540.999,460.001,772,403,2178,361,"ENSG00000076928"
"ENSG00000076944 - STXBP2","STXBP2",3557,2288.002,1090.431,2592.016,4372.712,2884.82,2111.999,1898.433,1229.373,1389.259,3496.001,4027.565,1958.373,1442.181,2747.046,4565.883,2732.669,3429.215,3919.68,1897.548,2294.843,3037.435,2637.222,8947.739,1742,"ENSG00000076944"
"ENSG00000076984 - MAP2K7","MAP2K7",1384,820.001,305,449.999,683,741,398.999,500,346.999,308,907.999,1123.999,504,365,692.001,1033,586,770,758.001,495.091,563,922,577,2033,487.001,"ENSG00000076984"
"ENSG00000077009 - NMRK2","NMRK2",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"ENSG00000077009"
"ENSG00000077044 - DGKD","DGKD",0,272.163,0,654.597,618.268,542.083,0,0,118.088,137.739,0,0,220.273,0,0,0,0,1658.381,0,263.037,0,0,1148.516,0,0,"ENSG00000077044"
"ENSG00000077063 - CTTNBP2","CTTNBP2",33,15,3,3,11,14,6,12,15,10,10,22,19,2,22,11,0,10,6,7,10,10,7,26,10,"ENSG00000077063"
"ENSG00000077080 - ACTL6B","ACTL6B",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,"ENSG00000077080"
"ENSG00000077092 - RARB","RARB",34,19,11,8,7,13,5,4,13,9,8,24,1,1,7,29,19,15,29,1,11,7,8,22.995,4,"ENSG00000077092"
"ENSG00000077097 - TOP2B","TOP2B",1611.999,889.999,281,657,909,1601,557.001,674.001,616,537.999,964,2971,925,389,2634,2966,775,1933.999,1417.001,701.999,729,1626,836,5024.999,746,"ENSG00000077097"
"ENSG00000077147 - TM9SF3","TM9SF3",7548,3450.999,1857,4880,6845,6200,3870,3584,2352,2428,6932,11192,5053,2949,10102,11011,5912,8541.999,8604,3143,4186,9492,5651.999,28087,4381.999,"ENSG00000077147"
"ENSG00000077150 - NFKB2","NFKB2",700,424,191,532.999,209,570,158,287.001,373.001,131,388.999,573,308,162.001,199,363,302,430.999,270.999,244,286.999,502,159,433.999,264,"ENSG00000077150"
"ENSG00000077152 - UBE2T","UBE2T",62,103,17,34,66,183,68,33,66,98,72,312,249,22,429,560,60,160,203,53,42,89,190,843,61,"ENSG00000077152"
"ENSG00000077157 - PPP1R12B","PPP1R12B",1083.001,642.788,151,592,533,458.022,327,360,196,610.875,477,1018.999,535,193,1614,1440.005,494,897,661,350,714.001,937,416,2691.999,610,"ENSG00000077157"
"ENSG00000077232 - DNAJC10","DNAJC10",516.939,554.03,69,527.998,654.001,864.976,447.002,254.001,426.003,471.533,445.002,1229.019,644,153.999,1754.622,2303.002,465,1258.001,955,286,238.999,777,433.838,4548.514,407.002,"ENSG00000077232"
"ENSG00000077235 - GTF3C1","GTF3C1",1125,742.002,285,602,782,1071,522,518.001,449.001,447.001,1003,1488,723,331,1141.999,1948,599.999,1160.999,1283.001,581.999,638,852,424.001,2830.999,450.001,"ENSG00000077235"
"ENSG00000077238 - IL4R","IL4R",4596.001,1622,959.002,1821.001,2246,2009,1112.999,1658.001,882,773,3074,3111.999,1005.999,1531.999,1595,2376,2825.999,2927.001,2355.999,1585,2159,3564.001,1754,4053.999,1264,"ENSG00000077238"
"ENSG00000077254 - USP33","USP33",1337,510,306,633.699,901.999,928,346.999,518,299.37,232.935,992,1350,341.576,512,907.001,845,834,987.999,901.999,364.998,756,1351.654,706,2241.999,602,"ENSG00000077254"
"ENSG00000077264 - PAK3","PAK3",21,15,7,11,3,32,3,3,8,13,5,21,11,1,2,35,5,12,9,5,2,9,0,5,1,"ENSG00000077264"
"ENSG00000077274 - CAPN6","CAPN6",86,60,10,29,54,68,17,18,31,26,20,69,5,10,89,50,4,177,19,17,41,19,12,134,27,"ENSG00000077274"
"ENSG00000077279 - DCX","DCX",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,3,"ENSG00000077279"
"ENSG00000077312 - SNRPA","SNRPA",718.001,996.999,236.999,595,635,1315,543,431.001,556,873,860.001,1654,1336.001,169,1770.999,3087.001,543.999,878.001,1290,590,411.001,664,555.999,3963.999,400.001,"ENSG00000077312"
"ENSG00000077327 - SPAG6","SPAG6",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"ENSG00000077327"
"ENSG00000077348 - EXOSC5","EXOSC5",101,133,39,72.007,82,192,57,85,98,98,110,494,350.001,27,362,570.001,94,192,178,125,55,80,216.999,711,86,"ENSG00000077348"
"ENSG00000077380 - DYNC1I2","DYNC1I2",3320.496,1539.626,666.001,2227.759,3191.953,2050.126,1285.999,1347.999,943,1202.999,2515,3298.001,1940,990.999,2347.415,3753.999,2576.96,2728,2661.936,1068,1626.935,2611.84,2078.002,7148.532,1447.582,"ENSG00000077380"
"ENSG00000077420 - APBB1IP","APBB1IP",209,72,19,94,15,194,6,70,133,63,97,139,21,20,36,41,15,174,33,24,108,123,26,39,4,"ENSG00000077420"
"ENSG00000077454 - LRCH4","LRCH4",1574,892.97,449,1046.001,1231.001,1122,789,719,498.999,419,1244,1352,593,546,868,1261,741,1065,1255.999,827.001,770.999,1478,739,2454.999,683,"ENSG00000077454"
"ENSG00000077458 - FAM76B","FAM76B",148,77,20,73.999,49,80,18,51,36,34.999,94.001,150.999,28,37,103,113,82,82.001,50,51,57.001,106,51,206,68,"ENSG00000077458"
"ENSG00000077463 - SIRT6","SIRT6",3373.999,1834.001,1550,3788.999,3963,2643.001,1755.001,1782,1239.999,1331.999,3138.999,2617,2372.999,1525,1827.001,3490,2526,2340,3420.001,1800,2008.001,3389,2545,7119,1860.001,"ENSG00000077463"
"ENSG00000077498 - TYR","TYR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,"ENSG00000077498"
"ENSG00000077514 - POLD3","POLD3",504,258.999,112.999,265,245.999,333,112,183,158,181,365,619,343.001,123,593,887,304,486,362,142,250,408.999,265,1100,243,"ENSG00000077514"
"ENSG00000077522 - ACTN2","ACTN2",3,0,1,3,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,"ENSG00000077522"
"ENSG00000077549 - CAPZB","CAPZB",10676.999,6225.999,3231,7079.999,10342.001,7492,5216.999,5222.999,3810.001,3588.999,8928,11032.001,5537.001,3548.999,6695.999,12323.999,7705.999,8114.999,10265.999,5051.037,5540,8507.001,7357.001,22787,4759.999,"ENSG00000077549"
"ENSG00000077585 - GPR137B","GPR137B",93,25,27,66,23,61,18,30,55,40,35,79,30,9,34,67,39,66,29,24,33,39,21,60,29,"ENSG00000077585"
"ENSG00000077684 - JADE1","JADE1",207,114,25,90,50,209,28,77,93,74,96,231,97,13,157,128,68,149,80,71,66.999,134,71,306,65,"ENSG00000077684"
"ENSG00000077713 - SLC25A43","SLC25A43",1516,591,293,380.999,1137,896.001,685,543,439,348,727.001,1089,317,498,984,1194.001,804,842,1077.999,419,764,1155,792.001,2965,688,"ENSG00000077713"
"ENSG00000077721 - UBE2A","UBE2A",5044.001,2061.999,1806.999,3127,5517.999,2948.998,1859.999,2266.289,1310,960,3763.999,4051.001,1029.999,2094.999,2194,3507.998,4905.999,4071.999,3580.001,1822.999,2616,4554,4451,7570.003,2169,"ENSG00000077721"
"ENSG00000077782 - FGFR1","FGFR1",212.999,174.001,0,80,18,148,21.001,41,89,151,41,49,25,9.999,101,61.999,6,51.001,46,35,106,26.01,14,35,20.001,"ENSG00000077782"
"ENSG00000077800 - FKBP6","FKBP6",0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"ENSG00000077800"
"ENSG00000077935 - SMC1B","SMC1B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"ENSG00000077935"
"ENSG00000077942 - FBLN1","FBLN1",587.001,451.999,4,55,47.001,203,38,47.001,111,315,80,61,29,17,258,70.999,12,82,116,50,279.001,37.001,16,49,27,"ENSG00000077942"
"ENSG00000077943 - ITGA8","ITGA8",39,35,4,10,21,43,7,11,44,88,19,12,7,2,53,8,1,24,40,15,33,5,1,1,7,"ENSG00000077943"
"ENSG00000077984 - CST7","CST7",90,34,14,21,14,68,5,55,42,15,55,96,13,12,15,46,20,47,43,26,32,90,38,26,9,"ENSG00000077984"
"ENSG00000078018 - MAP2","MAP2",15,18,0,5,24,10,1,2,10,9,7,10,2,4,6,3,3,6,3,0,3,11,11,13,0,"ENSG00000078018"
"ENSG00000078043 - PIAS2","PIAS2",161,223.999,40,98,170,270,67,134,93.001,87,90.999,293,146.001,53,246.001,320,155,193,144.001,146,96,256.999,141,576.999,87,"ENSG00000078043"
"ENSG00000078053 - AMPH","AMPH",17,4,0,5,1,2,0,1,5,3,1,4,0,0,2,0,0,2,3,1,0,0,0,0,1,"ENSG00000078053"
"ENSG00000078061 - ARAF","ARAF",2536.001,1527,528,1357,1518,1592.001,931,896.001,556,859.001,1916,2752,870,686,1876,2931,1280,1780,1771.001,1124,1391,2339,1373,4707.999,1124,"ENSG00000078061"
"ENSG00000078070 - MCCC1","MCCC1",300,207,72,178,200,483.001,111,148,125,106,216.001,840,303.001,80,503,761,202,412,347,182.001,134,233.999,229,1228,141,"ENSG00000078070"
"ENSG00000078081 - LAMP3","LAMP3",55,69,6,72,1,64,5,15,56,48,35,130,7,7,99,36,11,77,16,10,44,28,2,11,4,"ENSG00000078081"
"ENSG00000078098 - FAP","FAP",3,6.999,0,3,0,2,0,0,0,3,1,3,0,0,3,2,0,3,2,0,10,2,0,8,0,"ENSG00000078098"
"ENSG00000078114 - NEBL","NEBL",341,283.999,66,187,315,312,111,129,86,101,274,453,192,44,359,441,242,236,142,78,133,435.999,169.999,704.999,139,"ENSG00000078114"
"ENSG00000078124 - ACER3","ACER3",1763.983,690.07,482,984,1270.37,983,703.999,446.239,424,339.078,1181.999,1276,574.001,667.999,1122,1351.322,1369,1028.983,1064,478.164,832,1182.001,959.001,2761.016,672.999,"ENSG00000078124"
"ENSG00000078140 - UBE2K","UBE2K",2679.999,1380,612.001,1743.001,3265.999,2393.999,1152,1231.001,1032,869,2332.001,3037.001,1379,1203,2728.999,3343.001,2149,2607,2663.001,1128.999,1372,2690.999,2065.999,8036,1675.001,"ENSG00000078140"
"ENSG00000078142 - PIK3C3","PIK3C3",742,308.135,123,260,322,377.001,148,251,121,107,487.999,752.999,162.999,230.999,371.999,571.999,425,488,371,184.001,338.999,548.999,314,1024.999,264,"ENSG00000078142"
"ENSG00000078177 - N4BP2","N4BP2",149,65,28,114,163,100,59,55,50.154,36,105,191,41,63,191,150,89,158,136,63,111,210,141,367.157,68,"ENSG00000078177"
"ENSG00000078237 - TIGAR","TIGAR",159.798,167.987,61,197.802,191.719,251.178,59.158,108.628,129.367,58.964,179,203.07,213.892,70.476,209.674,299.458,325,260.043,251.18,96.331,115.713,334,138.866,693.025,186,"ENSG00000078237"
"ENSG00000078246 - TULP3","TULP3",128,130,19,48,87,118.001,52,58,63,37,70,211,68,24,146,215,71,105,102,65,32,127,64,352,57,"ENSG00000078246"
"ENSG00000078269 - SYNJ2","SYNJ2",1213.999,626,501,371,590.001,551,279,492,295,251.001,1032.999,1328,339,317,771,1128.999,504,947,797,515.001,659.001,1149,651.001,1823,534,"ENSG00000078269"
"ENSG00000078295 - ADCY2","ADCY2",10,7,1,3,4,9,1,0,0,11,2,0,1,1,6,3,1,2,3,2.991,2,3,5,1,0,"ENSG00000078295"
"ENSG00000078304 - PPP2R5C","PPP2R5C",2856.002,1337.002,630,1677.002,1942.002,1978.997,916.999,1062,883.999,750,1819,3325.951,1645.998,718.001,2136.732,3016.001,1595.001,1891,1751.973,882.03,1253.998,2551.999,1610,5471.982,1142.999,"ENSG00000078304"
"ENSG00000078328 - RBFOX1","RBFOX1",7.398,10.482,4,4,8,1,3.451,7,7.053,3,15.555,24,17.732,3,16.923,13.023,0,7,6.637,4,3.097,5,0,17.649,6.437,"ENSG00000078328"
"ENSG00000078369 - GNB1","GNB1",12682.999,5577.001,2428.999,5923.999,10101.999,7544,4996,4296,3169,3151,8845.001,10298.001,4284.001,3714.001,8557.999,11350,6827,8110.001,9002,4467,5745.001,9812,7348,20275,4896,"ENSG00000078369"
"ENSG00000078399 - HOXA9","HOXA9",246,379.053,89,123,193,299.444,90.999,130.457,168.57,150,201,394,113,58,254,404.345,263,285.684,180.999,189,144,209,211,676,126,"ENSG00000078399"
"ENSG00000078401 - EDN1","EDN1",1215,202,470,647,647,635,275,593,272,99,886,806,137,430,443,275,1023,419,332,402,639,1045,515,534,448,"ENSG00000078401"
"ENSG00000078403 - MLLT10","MLLT10",243,128,26,88,123.999,189,65,79,68.001,57,146,328.999,84,48.001,263.999,338,130,160.999,136.999,111.001,91,202.002,137,483.999,80,"ENSG00000078403"
"ENSG00000078487 - ZCWPW1","ZCWPW1",38,44,3,21.999,17,38,4,9,22,6,23,50,36,5,21,53,8,39,25,19,29,60,14,45,9,"ENSG00000078487"
"ENSG00000078549 - ADCYAP1R1","ADCYAP1R1",4,21,0,1,0,9,0,2,0,2,2,8,0,0,0,1,0,6,2,7,5,0,0,0,0,"ENSG00000078549"
"ENSG00000078579 - FGF20","FGF20",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ENSG00000078579"
"ENSG00000078589 - P2RY10","P2RY10",121,50,8,35,3,122,6,42,74,30,47.999,81,10,5,20,41,14,109,20,17,36,53,17,13,4,"ENSG00000078589"
"ENSG00000078596 - ITM2A","ITM2A",150,101.999,12,67,57,88,32,42,60,55.999,75,90,36,15,63,145.001,40,110,56,26,61.999,102,39,102,25,"ENSG00000078596"
"ENSG00000078618 - NRDC","NRDC",1300,962,304.001,674,976.999,1331,568.001,557,597.999,593.002,996,2114,982,381,1862,2559,731,1398,1462.001,642,531.999,1450,736.999,4269,625,"ENSG00000078618"
"ENSG00000078668 - VDAC3","VDAC3",2308.999,1503.001,559,1624.001,2661,2633.999,1349,1336.001,1197,1382,1653,3498,3187.001,827.001,3147,5347.999,2124.001,2485,3180,1380.001,1345,2770,2387.001,9040.999,1438.001,"ENSG00000078668"
"ENSG00000078674 - PCM1","PCM1",1257.002,826.001,243,439,651.999,1030.999,430.999,546.001,469.999,375.001,703,1889,643,263,1397.999,1760,686.001,1263,1057,440,561,1006.999,621.002,2489,504,"ENSG00000078674"
"ENSG00000078687 - TNRC6C","TNRC6C",407,190,71,143,96,169,52.001,183,78,80,200,285,87,59,110,190,118,181,94,99,149,251,121,224,116,"ENSG00000078687"
"ENSG00000078699 - CBFA2T2","CBFA2T2",800.416,538.999,157,247,402.001,391,191,289.521,199.001,195.001,547.958,710,168.999,194,419,711.999,406,451,368.691,296.009,272,674,293,931,230,"ENSG00000078699"
"ENSG00000078725 - BRINP1","BRINP1",11,0,9,2,1,0,0,7,0,0,4,14,1,1,0,12,4,3,5,0,2,0,1,4,2,"ENSG00000078725"
"ENSG00000078747 - ITCH","ITCH",3284.745,894.56,721.383,1642.031,1966.103,1444.11,879.479,1030.355,501.674,418,2204.207,2669.197,537.323,1072.368,1480.391,1950.266,1494.043,2233.309,1944.455,823.746,1428.494,2141.961,1469.735,4037.27,1219.379,"ENSG00000078747"
"ENSG00000078795 - PKD2L2","PKD2L2",2,1,0,0,0,2,0,2,0,1,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,"ENSG00000078795"
"ENSG00000078804 - TP53INP2","TP53INP2",12139.999,3730,5250,4747,5492,3145,1999,4144,2046,883,7961,7748.001,1219,2272,2907,4847,3612,7591,6265,2835,6970,3622,4285,10029,4955,"ENSG00000078804"
"ENSG00000078808 - SDF4","SDF4",7317,3688,1989,3809,5981.001,5373,3506,3345.001,2295.999,2582,5764.001,8007,5149,2435,6205,8822.999,5051.999,6332.999,7144.001,2906,3896,7629.002,4839.001,18196,3407.001,"ENSG00000078808"
"ENSG00000078814 - MYH7B","MYH7B",12,34,1,13,19,22,16,5,10,13,9,27,7.001,7,19,39,18,11,22,28,8,15,17,52,6,"ENSG00000078814"
"ENSG00000078898 - BPIFB2","BPIFB2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ENSG00000078898"
"ENSG00000078900 - TP73","TP73",2,4,0,3,2,9,3,1,10,4,2,10,1,1,12,7,0,18,2,3,3,5,1,15,7,"ENSG00000078900"
"ENSG00000078902 - TOLLIP","TOLLIP",3013,1502.001,800.001,1385,2269.001,1504.001,1131,1326.001,833.001,739,2164,2482.001,1188.001,1048,1509,2221.001,1758.999,1837,2257,1149.999,1449,2413.999,1666,4570.001,1174,"ENSG00000078902"
"ENSG00000078967 - UBE2D4","UBE2D4",483.076,182.001,85,159,223,251,98,158.999,113,112.001,180.001,422.001,338,75.999,210.999,348.999,168,221.999,199,167,138.001,271,202,568,104.999,"ENSG00000078967"
"ENSG00000079101 - CLUL1","CLUL1",0,0,0,0,1,1,0,0,0,1,0,4,0,1,0,0,0,0,2,0,0,0,0,2,0,"ENSG00000079101"
"ENSG00000079102 - RUNX1T1","RUNX1T1",56,27,0,12,9,12.003,1,6,7,13,9,9,0,3,11,3,5,3,9,6,8,7,0,12,3,"ENSG00000079102"
"ENSG00000079112 - CDH17","CDH17",58736,19424,9746,37317.957,42040.999,31080,15884.001,19068.999,10445,9211.001,46910.999,48925,15441,17571,23405,31820.999,34945,40744.001,29917,16054,25123,39351.984,34702,75225,26887.999,"ENSG00000079112"
"ENSG00000079134 - THOC1","THOC1",160,226.001,25,105,111,233,76,106,110.999,104,111,245.001,253,21,348.999,343.999,170,194,203.999,121.002,90,156.999,133,690,99.001,"ENSG00000079134"
"ENSG00000079150 - FKBP7","FKBP7",34,23,0,10,14,21,7,11,25,14,13,41,16.999,2,34.001,49,24,23,13,10,11,15,7,116,19.001,"ENSG00000079150"
"ENSG00000079156 - OSBPL6","OSBPL6",20,9,6,2,16,4,5,6,6,7,16,28,5,1,15,26.999,52,7,16,12,8,8,7,4,35,"ENSG00000079156"
"ENSG00000079215 - SLC1A3","SLC1A3",4,7,0,2,1,13,0,2,11,6,0,8,5,1,2,0,0,7,3,1,4,9,0,0,0,"ENSG00000079215"
"ENSG00000079246 - XRCC5","XRCC5",6278.001,2708.999,1303,3449.001,4159,5169.999,2157,2698,2012.001,1809,4146,8579,3887.999,1915.999,6757,10167.001,3850.999,5684,5516.999,2345,3037.999,4560,4057,15749,2731.001,"ENSG00000079246"
"ENSG00000079257 - LXN","LXN",1099,608,188,429,1038,766,448,521,291,309,688,925,577,520,935,846,912,1022,768,325,597,1187,667,2717,595,"ENSG00000079257"
"ENSG00000079263 - SP140","SP140",65.442,53.119,9.176,64.818,1.024,132.75,1.024,20.365,110.444,50.203,32.149,82.114,12.301,4.076,8.46,31.536,35.496,104.485,15.432,47.113,46.474,65.953,13.273,9.31,0,"ENSG00000079263"
"ENSG00000079277 - MKNK1","MKNK1",745.999,387.998,157.999,417.001,472.028,414.002,224,367.999,227,220,470,316,219.001,275.001,457,587.999,462.001,532.999,564.001,316,341.001,677.001,427,1174.001,294.001,"ENSG00000079277"
"ENSG00000079308 - TNS1","TNS1",1846.002,725,21,299.999,172,432,38,112,150,866.999,126,149,54,29,299,81,53,97,262,95.999,395,56,70,132.001,75,"ENSG00000079308"
"ENSG00000079313 - REXO1","REXO1",1366,850,370,685,896.001,957,514,547.001,486.999,487,1218.999,1410.999,661,406.001,1172.001,1831.001,724,1043,1144.999,646,737.001,1121.999,623,2764,531,"ENSG00000079313"
"ENSG00000079332 - SAR1A","SAR1A",1506,942.856,358.001,943,1353,1383,576,707.078,633.957,566,1097.756,1728,1248.883,539.999,1286.001,2170.981,1034,1443.002,1443.001,688.001,773.025,1644.168,1110.999,4131.018,813,"ENSG00000079332"
"ENSG00000079335 - CDC14A","CDC14A",1273,247,259,322.999,606,322,171,461,108,72,978,742,66,430,248,349,633,599,395,275,492,972,532,788,618,"ENSG00000079335"
"ENSG00000079337 - RAPGEF3","RAPGEF3",83.999,87.998,5,101,65,47,49.999,11,52,76,39,38,124.001,16,67.999,100,39,76,76,46.999,23,40,15,197.999,47.001,"ENSG00000079337"
"ENSG00000079385 - CEACAM1","CEACAM1",80578.74,21048.83,34258.039,76930.251,68904.743,35018.833,25529.528,24245.238,13751.72,12338.335,76334.741,44325.186,18579.177,22151.062,30122.062,52636.743,52129.249,59004.437,53342.751,23079.257,26671.765,50920.526,60127.753,82722.741,36720.924,"ENSG00000079385"
"ENSG00000079387 - SENP1","SENP1",210,126,43,136,122,182,64,87,87,72,140,273,125,71,296,306,127,200,164,81,109,192,114,527,71,"ENSG00000079387"
"ENSG00000079393 - DUSP13","DUSP13",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"ENSG00000079393"
"ENSG00000079432 - CIC","CIC",1116,581,198,592,623.001,869.001,460,382,346,272.001,722,1101.999,291,397,967,1374,470,986.001,934.001,442.001,689,867.999,382,1897.999,435.999,"ENSG00000079432"
"ENSG00000079435 - LIPE","LIPE",99.999,45.999,27,37,29,62,27.001,32.001,37,24,39.999,116.001,31.999,25,101,141,30,70,64,33,50,65,42.001,212,22,"ENSG00000079435"
"ENSG00000079459 - FDFT1","FDFT1",572.201,414.952,92.406,242.621,554.662,644.988,327.071,241.465,187.905,296.871,455.632,765.609,264.812,178.018,663.645,1288.732,351.59,738.129,1302.871,335.42,298.327,2787.711,504.208,2492.788,176.24,"ENSG00000079459"
"ENSG00000079462 - PAFAH1B3","PAFAH1B3",240,302.001,61,137,213,362,159,108,186,112.001,197.999,549.999,336,60,418,697,133.999,299.999,307,167.001,123,239.999,219.001,1298,158,"ENSG00000079462"
"ENSG00000079482 - OPHN1","OPHN1",181.246,110.122,54.288,83.233,138.94,149.148,70.756,80.039,56.603,45.389,124.788,222.188,92.498,53.597,165.731,197.141,136.591,175.793,149.918,103.392,99.893,205.985,122.21,337.889,86.147,"ENSG00000079482"
"ENSG00000079557 - AFM","AFM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"ENSG00000079557"
"ENSG00000079616 - KIF22","KIF22",860,1143.999,207.01,481.001,581.999,1079,372,374.999,440,567,899,1884.997,831.999,158,2037.002,2199.002,640.029,839,962,612.001,508.999,1734,1145.002,3763.057,520.001,"ENSG00000079616"
"ENSG00000079689 - SCGN","SCGN",178,80,30,36,110,74,35,43,16,39,69,92,18,27,76,38,8,69,51,18,40,100,124,203,27,"ENSG00000079689"
"ENSG00000079691 - CARMIL1","CARMIL1",1705.556,651,349,891,1072,1068,496,656,466,283,1180,1879.999,808,543,1276,1894.001,882.999,1491.001,1323,683,914.999,1429.999,788,2601,718,"ENSG00000079691"
"ENSG00000079739 - PGM1","PGM1",7038,2108,1247,1853,2779,3464,1795,1922,1321,1198,4079,6619,1903,1689,3089,4880,3983.998,4202,3547.999,2012,2238.001,3832,3390,9962.999,1882,"ENSG00000079739"
"ENSG00000079785 - DDX1","DDX1",1592,711.001,365,679.001,1175.999,1488.998,696.001,787,589.999,522.001,972,2735.998,1526.999,492,2116.999,3005.999,1241.001,1878,1846.999,749,757,1929.998,1369,5071,766,"ENSG00000079785"
"ENSG00000079805 - DNM2","DNM2",19995,9011,5342.001,8789,14223.83,10764.835,7250.999,7544.002,4611.82,4068,15750,15839.623,5722.003,6818.823,10524,15598.998,11501.002,13352,14762.771,8071.999,9953.999,16096.001,9978,30844.014,8155.998,"ENSG00000079805"
"ENSG00000079819 - EPB41L2","EPB41L2",1073,570.999,397,994,814.999,785.002,371,643,390.999,605,1080.001,2189,1521.999,303,1967.001,3899,657,1629.999,1708,559,642.001,651.999,1013.999,2997,852.999,"ENSG00000079819"
"ENSG00000079841 - RIMS1","RIMS1",0,0,0,0,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,"ENSG00000079841"
"ENSG00000079931 - MOXD1","MOXD1",20,31,1,10,3,30,1,8,18,35,24,14,1,0,20,11,8,27,3,13,9,7,0,2,0,"ENSG00000079931"
"ENSG00000079950 - STX7","STX7",2450,766,503,1067,1386,1141,573,881,387,318,1412,1656,521,628.999,1124,1166.001,970,1268,864,650,856,2059,892,2868,1009,"ENSG00000079950"
"ENSG00000079974 - RABL2B","RABL2B",285.969,169.077,71.058,143.618,212.343,234.261,103.468,99.546,97.292,101.537,183.692,437.18,164.713,95.842,277.618,454.628,175.722,304.391,335.862,114.72,169.427,216.386,192.71,876.484,110.201,"ENSG00000079974"
"ENSG00000079999 - KEAP1","KEAP1",1965,1212,440.999,936,1446.999,1641,718.999,783,615,607,1452.999,2309,1074.999,628,1675,2530,1153,1422.001,1627.999,666,941.999,1727.999,1140.999,4056.999,708.001,"ENSG00000079999"
